ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,
4.586,-3.9133,8.4781,3.5739,-4.7614,7.7927,1.0348,0.4288,1.9449,-1.3289,0.7801,0.5783,2,-6.47,2.87,4.71,64.38,29.05,-24.64,0,61.344,49.009327,8.410178,178,NaN,7.74,11.792,2.3,18 / 26,233013,2018-07-11 10:25:14:256,,
6.4587,-1.0008,7.2145,4.0803,-1.3117,8.8205,0.82,1.288,-1.655,0.2634,0.1521,0.2471,0,-5.4,-23.06,7.44,159.87,18.83,-24.81,0,59.629,49.00945,8.41023,180,NaN,8.03,11.792,2.1,19 / 26,233513,2018-07-11 10:25:14:756,,
3.5862,-4.3337,9.8506,2.9753,-4.7268,8.0607,1.1809,-0.2168,0.0291,-0.0609,0.1566,-0.0178,2,-15.85,-35.58,-23.27,171.03,28.82,-20.26,0,56.823,49.00945,8.41023,180,NaN,8.03,11.792,2.1,19 / 26,234012,2018-07-11 10:25:15:255,,
4.0635,-1.8819,8.0821,3.8661,-3.2753,8.3962,0.0448,0.4745,-1.034,-1.2075,0.1444,0.2063,1,-20.66,-31.83,-28.1,165.04,10.95,-20.11,0,58.367,49.009537,8.410222,181,NaN,8.78,11.792,358.7,20 / 26,234512,2018-07-11 10:25:15:755,,
4.3876,-3.2585,7.2202,4.3225,-2.8439,8.3306,-0.2575,0.2329,1.7443,1.2162,-0.578,0.1017,2,-27.09,-30.72,-28.15,164.71,16.86,-27.42,0,56.714,49.009537,8.410222,181,NaN,8.78,11.792,358.7,20 / 26,235013,2018-07-11 10:25:16:256,,
2.7869,-4.3939,10.41,4.2969,-4.0874,7.8103,-0.3752,-0.2009,1.0637,0.0674,0.7942,-0.3586,2,-33.96,-20.62,-36.6,163.47,19.01,-30.36,0,57.561,49.00957,8.410191,180,NaN,7.29,11.792,352.8,20 / 26,235513,2018-07-11 10:25:16:756,,
4.0128,-0.7534,6.6688,4.4668,-1.8045,8.5417,-0.2372,0.4164,-0.8111,0.9823,-0.266,0.1551,1,-35.5,-26.54,-27.46,151.3,6.25,-29.57,0,59.512,49.00957,8.410191,180,NaN,7.29,11.792,352.8,20 / 26,236012,2018-07-11 10:25:17:255,,
4.3145,-4.8456,9.2347,3.9399,-3.7284,8.1699,0.1852,-1.2738,1.2306,0.3879,-0.1592,-0.1776,2,-27.05,-6.62,-32.55,155.81,22.35,-25.75,0,57.805,49.009647,8.410125,179,NaN,7.96,12.864,341.7,19 / 25,236512,2018-07-11 10:25:17:755,,
3.6729,-2.6037,7.7464,4.4524,-3.5891,7.9664,-0.4861,1.5404,0.5036,-1.6636,-0.2554,0.2235,0,-15.92,-2.56,-36.07,191.84,21.47,-29.2,0,56.564,49.009647,8.410125,179,NaN,7.96,12.864,341.7,19 / 25,237012,2018-07-11 10:25:18:255,,
4.2339,-1.3522,6.5272,4.3474,-2.5974,8.3978,-0.109,0.9379,0.9567,1.0729,-0.2964,0.1255,1,-18.44,-10.99,-31.95,176.41,15.36,-27.37,0,59.346,49.009663,8.41009,178,NaN,5.93,12.864,335.8,18 / 25,237512,2018-07-11 10:25:18:755,,
3.0058,-4.1199,7.7916,3.4845,-4.2738,8.1094,0.9295,-0.486,1.1481,-0.48,0.2721,0.4799,0,-18.84,-6.89,-33.51,170.21,25.17,-23.4,0,56.961,49.009663,8.41009,178,NaN,5.93,12.864,335.8,18 / 25,238013,2018-07-11 10:25:19:256,,
4.1716,-0.6411,6.7546,4.2287,-1.5705,8.7076,0.0684,0.4027,-0.7068,-0.1549,0.1596,-0.037,0,-21.11,-17.82,-28.08,164.03,9.22,-25.9,0,57.065,49.009743,8.410069,178,NaN,6.96,12.864,341.7,18 / 25,238512,2018-07-11 10:25:19:755,,
3.9748,-1.9936,8.4604,4.0479,-2.0274,8.6991,0.8937,0.4598,0.7045,0.033,0.0954,0.0824,0,-21.61,-16.17,-29.39,161.47,11.93,-24.95,0,51.853,49.009743,8.410069,178,NaN,6.96,12.864,341.7,18 / 25,239012,2018-07-11 10:25:20:255,,
3.584,-3.205,7.7876,4.3845,-3.7565,7.9269,-0.0035,0.7684,-0.1092,-1.1981,-0.3651,-0.0238,0,-22.62,-12.55,-31.62,162.68,17.2,-24.82,0,56.459,49.0098,8.410027,178,NaN,6.79,13.936001,337.1,18 / 25,239512,2018-07-11 10:25:20:755,,
4.7499,-4.6267,10.048,4.0478,-3.7419,8.1107,-0.5986,0.3371,1.6564,0.1435,-0.0468,0.0231,0,-22.58,-8.32,-34.18,166.46,24.64,-25.91,0,58.716,49.0098,8.410027,178,NaN,6.79,13.936001,337.1,18 / 25,240012,2018-07-11 10:25:21:255,,
5.8303,-5.6802,9.8018,4.59,-3.6394,7.8649,1.8535,1.7335,1.5086,-0.7101,-0.6662,0.155,0,-25.68,-8.61,-31.56,164.92,21.78,-30.27,0,56.682,49.00985,8.409945,176,NaN,6.13,11.792,321.9,17 / 25,240512,2018-07-11 10:25:21:755,,
4.7211,-1.572,8.9809,3.9423,-1.787,8.7997,-0.1401,0.9633,-0.8599,1.2771,0.1965,0.4282,2,-25.1,-15.48,-28.76,159.18,17.65,-26.08,0,56.497,49.00985,8.409945,176,NaN,6.13,11.792,321.9,17 / 25,241012,2018-07-11 10:25:22:255,,
3.917,-4.7738,12.3145,3.8982,-4.4082,7.8449,0.0414,-0.7609,2.5852,-1.1101,-0.7373,-0.1137,2,-28.65,-6.07,-30.38,156.58,23.56,-30.98,0,59.191,49.00988,8.409881,174,NaN,6.22,10.72,315.6,16 / 25,241512,2018-07-11 10:25:22:755,,
2.7199,-2.2795,12.9556,4.7803,-1.4941,8.4313,-0.1434,0.6226,-2.2143,1.1514,-0.054,0.2999,2,-27.38,-17.25,-25.03,156.86,14,-30.31,0,57.459,49.00988,8.409881,174,NaN,6.22,10.72,315.6,16 / 25,242012,2018-07-11 10:25:23:255,,
5.1753,-4.4641,6.4639,4.6221,-4.0699,7.6317,-0.3466,-0.9412,2.304,0.1428,0.3122,-0.3425,2,-29.75,-8.74,-28.04,155.59,24.52,-31.2,0,57.055,49.00992,8.409791,173,NaN,5.89,9.648001,316.6,17 / 25,242512,2018-07-11 10:25:23:755,,
4.7666,-1.6924,7.1428,5.2182,-2.3411,7.9662,-0.3935,0.4058,-1.6243,-0.6889,0.2983,0.367,2,-30.21,-15.37,-25.88,155.39,13.81,-33.23,0,58.697,49.00992,8.409791,173,NaN,5.89,9.648001,316.6,17 / 25,243012,2018-07-11 10:25:24:255,,
4.5195,-4.9026,9.1363,4.6519,-3.6079,7.8431,-0.6073,-1.1807,0.9629,0.9046,-0.6288,-0.5741,2,-27,-8.47,-32.06,165.93,25.25,-31.59,0,56.776,49.00993,8.409739,172,NaN,4.64,8.576,311.4,18 / 26,243512,2018-07-11 10:25:24:755,,
6.378,-2.3487,10.4978,4.5025,-2.8203,8.2428,-0.5678,-1.9527,0.175,-0.9647,-0.1829,0.0745,0,-26.69,-12.97,-29.27,157.37,16.71,-28.65,0,54.026,49.00993,8.409739,172,NaN,4.64,8.576,311.4,18 / 26,244012,2018-07-11 10:25:25:255,,
3.4918,-1.7143,5.776,4.6761,-1.9113,8.4054,-0.5034,1.0813,0.8556,1.2177,-0.708,0.0751,0,-26.71,-15.04,-29.27,160.48,17.97,-29.42,0,55.931,49.009964,8.409679,172,NaN,5.45,7.504,314.2,19 / 26,244512,2018-07-11 10:25:25:755,,
5.1048,-5.6835,10.4647,4.5873,-4.5398,7.3836,-1.489,0.6214,0.41,-0.7558,0.4046,0.3428,0,-26.48,-5.99,-32.12,167.9,27.58,-31.85,0,58.661,49.009964,8.409679,172,NaN,5.45,7.504,314.2,19 / 26,245013,2018-07-11 10:25:26:256,,
3.5946,-1.5857,5.4036,4.986,-1.6081,8.29,0.4087,-0.3208,-2.3925,1.6488,0.4825,0.1815,0,-28.04,-17.08,-27.15,162.19,16.19,-33.2,0,58.773,49.01001,8.4096,173,NaN,5.83,7.504,308,19 / 26,245513,2018-07-11 10:25:26:756,,
4.5871,-4.5372,9.6069,3.8606,-4.4939,7.8148,-0.4602,0.2719,-0.4415,-0.0647,-0.0426,-0.0035,2,-23.15,-6.56,-34.82,168.55,27.27,-26.29,0,60.549,49.01001,8.4096,173,NaN,5.83,7.504,308,19 / 26,246012,2018-07-11 10:25:27:255,,
3.944,-3.8973,7.0276,4.3467,-3.2949,8.1499,0.101,0.6297,-1.6688,-1.1468,-0.4122,0.0598,1,-25.12,-12.47,-31.91,151.23,12.55,-22.15,0,61.5,49.010044,8.409541,172,NaN,6.09,7.504,314.6,19 / 25,246512,2018-07-11 10:25:27:755,,
3.8656,0.8681,9.9388,4.6663,-2.8435,8.1431,-1.2391,1.6064,-0.9606,0.9859,-0.422,0.0559,1,-26.08,-16.25,-29.9,163.97,16.86,-29.81,0,56.652,49.010044,8.409541,172,NaN,6.09,7.504,314.6,19 / 25,247012,2018-07-11 10:25:28:255,,
3.522,-5.0153,8.0747,3.5006,-4.4437,8.0106,1.0712,-0.6435,3.8653,-0.4486,-0.1637,0.2914,2,-25.06,-7.55,-33.05,158.54,19.61,-25.56,0,57.394,49.01008,8.409492,172,NaN,6.06,9.648001,320,19 / 25,247512,2018-07-11 10:25:28:755,,
4.2286,-1.322,4.8264,4.0545,-1.7715,8.7517,-0.2973,-0.0369,-3.403,1.3293,-0.1136,0.2546,1,-24.94,-17.36,-26.19,152.84,8.19,-25.88,0,58.388,49.01008,8.409492,172,NaN,6.06,9.648001,320,19 / 25,248012,2018-07-11 10:25:29:255,,
3.4823,-4.7476,8.8518,3.7621,-3.9383,8.1552,-0.4122,-0.2672,0.9575,0.1819,-0.2789,-0.3772,2,-22.09,-8.87,-32.9,165.61,23.68,-24.76,0,56.744,49.01014,8.40941,171,NaN,7.2,8.576,316.7,18 / 25,248513,2018-07-11 10:25:29:756,,
4.9778,-2.5083,9.1205,3.909,-2.9676,8.4902,0.7941,0.0061,0.6796,-1.9152,-1.1879,0.1436,1,-25.56,-7.1,-28.69,147.35,17.61,-24.72,0,59.678,49.01014,8.40941,171,NaN,7.2,8.576,316.7,18 / 25,249013,2018-07-11 10:25:30:256,,
3.4682,-2.0945,11.4054,4.5892,-1.6221,8.5134,0.4211,1.1528,-2.2836,1.4813,0.2786,0.4664,2,-26.79,-15.33,-26.18,155.39,16.95,-28.47,0,59.398,49.010185,8.409349,171,NaN,7.1,9.648001,318.8,18 / 25,249512,2018-07-11 10:25:30:755,,
3.3915,-5.4967,10.0217,3.4699,-4.3869,8.0552,0.7091,-0.1694,1.8027,-0.7059,1.009,0.6195,1,-24.59,-4.28,-31.65,158.59,27.82,-25.71,0,58.628,49.010185,8.409349,171,NaN,7.1,9.648001,318.8,18 / 25,250012,2018-07-11 10:25:31:255,,
4.3262,-2.7949,8.4519,3.731,-1.5331,8.9387,-0.9794,0.7288,-3.4395,-0.4583,0.671,0.2297,1,-23.89,-17.54,-30.13,155.78,8.99,-22.66,0,57.603,49.010204,8.40934,168,NaN,5.98,7.504,315,18 / 25,250512,2018-07-11 10:25:31:755,,
3.8385,-4.7398,7.7888,3.8316,-3.8352,8.1719,-0.5589,-0.1371,1.1249,1.1241,-0.843,-0.5749,2,-24.21,-12.2,-28.38,158.46,23.02,-25.12,0,59.054,49.010204,8.40934,168,NaN,5.98,7.504,315,18 / 25,251012,2018-07-11 10:25:32:255,,
4.6405,-3.121,6.5335,4.2353,-4.0222,7.8775,2.4315,-0.3428,5.7425,-1.1578,1.1291,0.3299,2,-27.1,-11.14,-25.91,148.8,16.46,-26.67,0,59.587,49.010254,8.409277,168,NaN,6.43,7.504,318,16 / 25,251513,2018-07-11 10:25:32:756,,
4.5675,-2.5588,5.4391,4.9982,-1.3053,8.3357,-0.1981,1.4855,-0.4634,1.5271,-0.5099,0.2379,1,-14.76,-13.38,-22.65,175.9,16.46,-30.09,0,59.215,49.010254,8.409277,168,NaN,6.43,7.504,318,16 / 25,252012,2018-07-11 10:25:33:255,,
4.9497,-5.6016,9.888,3.6388,-4.3303,8.0111,0.2856,-0.6419,1.578,0.1654,0.549,-0.1765,2,-37.34,-17.18,-27,145.58,26.2,-24.43,0,58.754,49.010277,8.409244,165,NaN,6.11,7.504,321.2,16 / 25,252512,2018-07-11 10:25:33:755,,
4.1473,-3.1852,9.1886,4.3546,-2.97,8.2696,-0.3893,0.2804,-0.6793,-1.209,-0.3037,-0.0774,1,-33.06,-15.47,-23.62,144.63,17.63,-27.77,0,57.925,49.010277,8.409244,165,NaN,6.11,7.504,321.2,16 / 25,253012,2018-07-11 10:25:34:255,,
5.6487,0.2943,4.5768,4.632,-2.3456,8.3194,-0.4754,0.3724,1.8797,1.6456,-0.479,0.0813,1,-23.04,-12.11,-27.64,159.75,20.85,-25.42,0,57.957,49.01031,8.409176,164,NaN,5.95,7.504,320,16 / 25,253512,2018-07-11 10:25:34:755,,
3.3341,-5.1177,9.2023,3.7624,-4.2411,8.0017,0.7148,-0.4399,2.9673,0.1052,0.0925,-0.1621,1,-22.76,-11.65,-31.14,168.48,18.87,-29.37,0,56.682,49.01031,8.409176,164,NaN,5.95,7.504,320,16 / 25,254013,2018-07-11 10:25:35:256,,
3.3692,-2.7007,5.2931,4.5844,-1.0224,8.6086,0.3234,0.5575,-2.8243,0.51,0.3491,0.091,0,-20.45,-23.53,-24.61,167.74,5.98,-28.04,0,57.965,49.010365,8.409131,163,NaN,6.03,7.504,321.3,19 / 25,254512,2018-07-11 10:25:35:755,,
4.319,-4.8585,9.9408,3.9712,-3.4229,8.2876,-0.7824,-0.651,-0.1163,0.9546,-0.49,-0.5287,0,-17.4,-12.36,-27.13,170.67,20.43,-25.6,0,56.82,49.010365,8.409131,163,NaN,6.03,7.504,321.3,19 / 25,255012,2018-07-11 10:25:36:255,,
4.2068,-5.6056,10.3054,3.9758,-3.8887,8.0772,-0.0036,0.7478,2.3088,-1.0828,0.924,0.1391,0,-10.29,-10.49,-27.88,182.77,13.58,-21.21,0,54.476,49.010414,8.409091,163,NaN,6.35,7.504,322.9,20 / 25,255512,2018-07-11 10:25:36:755,,
3.368,-3.5625,7.2338,4.043,-4.2395,7.8646,-0.8209,0.5142,-0.546,0.0997,0.129,-0.0529,0,-24.71,-3.32,-28.56,154.48,25.61,-27.21,0,53.415,49.010414,8.409091,163,NaN,6.35,7.504,322.9,20 / 25,256012,2018-07-11 10:25:37:255,,
4.2063,-3.4768,7.0854,4.2151,-4.0059,7.8966,-0.5847,0.4734,-0.2981,0.0429,-0.0546,0.0264,0,-25.95,-5.38,-31.45,158.55,24.4,-28.27,0,53.612,49.010456,8.409027,164,NaN,6.31,8.576,316.8,20 / 25,256513,2018-07-11 10:25:37:756,,
4.164,-4.2746,8.3977,3.9833,-4.066,7.9857,7.00E-04,-0.0104,-0.6672,-0.0668,-0.1331,0.0363,0,-29.57,-11.94,-28.3,151.89,24.49,-26.51,0,48.431,49.010456,8.409027,164,NaN,6.31,8.576,316.8,20 / 25,257012,2018-07-11 10:25:38:255,,
4.3081,-3.4634,8.6804,3.8592,-4.0708,8.044,-0.0749,-0.1384,0.4562,0.1912,0.0434,-0.1515,0,-19.86,-7.9,-24.76,160.27,24.59,-25.55,0,49.267,49.010517,8.408972,166,NaN,6.54,7.504,321.3,20 / 25,257512,2018-07-11 10:25:38:755,,
3.9296,-0.852,6.8016,4.4059,-1.5819,8.6172,-1.1882,-1.7503,-1.4175,0.7465,0.0124,0.3339,0,-27.65,-16.11,-22,142.3,6.11,-27.01,0,57.827,49.010517,8.408972,166,NaN,6.54,7.504,321.3,20 / 25,258012,2018-07-11 10:25:39:255,,
4.166,-4.5876,10.1731,5.257,-2.7363,7.8133,-0.0268,-1.5364,1.6272,-0.3716,0.2982,-0.9641,0,-23.97,-15.23,-27.75,170.99,17.7,-34.32,0,59.261,49.010544,8.408913,166,NaN,5.54,8.576,312,20 / 25,258512,2018-07-11 10:25:39:755,,
5.7705,-3.2347,5.0693,4.0029,-3.0878,8.4031,0.3778,0.1068,-0.1029,-0.8201,-0.3493,0.5173,0,-22.1,-11.06,-31.09,163.63,18.35,-25.47,0,57.727,49.010544,8.408913,166,NaN,5.54,8.576,312,20 / 25,259012,2018-07-11 10:25:40:255,,
4.5881,-2.3051,8.2642,3.5025,-3.5309,8.452,1.5276,-0.6441,1.9202,1.1951,-0.4128,0.3812,0,-19.08,-10.02,-34.85,170.01,21.1,-22.51,0,62.361,49.010593,8.408862,165,NaN,5.46,8.576,317.5,20 / 25,259512,2018-07-11 10:25:40:755,,
4.0428,-4.2433,7.5893,3.0197,-5.0784,7.827,1.0083,-1.125,2.755,-0.8887,1.4782,0.5448,0,-22.8,-2.29,-34.05,162.08,26.29,-25.13,0,61.4,49.010593,8.408862,165,NaN,5.46,8.576,317.5,20 / 25,260012,2018-07-11 10:25:41:255,,
4.7174,-1.0555,7.6694,3.947,-1.7007,8.8147,0.4757,0.4953,-3.5192,0.8826,-0.1859,0.5557,0,-24.43,-15.71,-30.42,156.53,9.99,-24.12,0,60.935,49.010666,8.408803,164,NaN,6.62,7.504,331.8,19 / 25,260513,2018-07-11 10:25:41:756,,
4.0736,-3.7628,7.5065,4.1295,-4.1781,7.8525,0.2708,-0.0627,0.2866,0.3647,-0.3008,-0.3116,1,-27.58,-4.55,-34.14,158.58,27.12,-27.1,0,60.135,49.010666,8.408803,164,NaN,6.62,7.504,331.8,19 / 25,261013,2018-07-11 10:25:42:256,,
4.4329,-2.7532,8.8458,4.7736,-2.6419,8.1489,-0.3631,0.2658,1.3292,-1.0074,-0.7214,-0.1639,1,-30.77,-11.57,-30.6,154.26,15.63,-30.36,0,57.581,49.01072,8.408741,165,NaN,6.61,7.504,327.3,19 / 25,261512,2018-07-11 10:25:42:755,,
4.8979,-3.4033,8.5145,4.7481,-3.3636,7.8938,-0.1079,0.2073,0.6298,0.1219,0.0975,0.185,1,-30.82,-7.53,-31.49,153.94,23.93,-29.19,0,57.313,49.01072,8.408741,165,NaN,6.61,7.504,327.3,19 / 25,262012,2018-07-11 10:25:43:255,,
4.5403,-2.4486,9.02,4.6502,-2.5718,8.2421,-0.0099,-0.0738,0.4409,-0.3893,-0.034,0.144,1,-27.71,-12.79,-31.03,152.99,12.61,-26.88,0,52.711,49.01076,8.408689,165,NaN,6.61,8.576,324.5,19 / 25,262513,2018-07-11 10:25:43:756,,
4.7623,-2.6003,6.8679,5.2312,-3.6514,7.4479,-0.4922,0.8406,-0.3493,-0.0411,0.0024,0.0106,1,-30.3,-8.15,-29.16,160.46,21.88,-34.85,0,58.115,49.01076,8.408689,165,NaN,6.61,8.576,324.5,19 / 25,263012,2018-07-11 10:25:44:255,,
4.3533,-1.4298,7.2382,4.7827,-1.7099,8.3889,-0.3883,0.2405,-1.0886,-0.3784,0.17,0.3087,1,-28.4,-15.01,-29.49,155.22,10.04,-29.69,0,52.706,49.010807,8.408628,166,NaN,6.29,6.432,317.4,18 / 25,263512,2018-07-11 10:25:44:755,,
4.2892,-3.1709,7.2517,5.136,-3.4074,7.6277,-0.9407,0.245,-0.5709,-0.2382,-0.4252,-0.1021,1,-30.16,-9.63,-29.05,159.76,20.33,-33.95,0,51.5,49.010807,8.408628,166,NaN,6.29,6.432,317.4,18 / 25,264012,2018-07-11 10:25:45:255,,
4.9957,-3.1055,8.2001,4.944,-3.4102,7.7523,-0.2588,0.6213,0.0593,-0.0943,0.0332,-0.0672,1,-29.56,-9.15,-29.78,158.87,20.4,-32.96,0,52.333,49.010857,8.408563,167,NaN,6.61,7.504,320.4,18 / 25,264513,2018-07-11 10:25:45:756,,
5.1107,-2.9333,8.4013,4.8374,-3.3971,7.8249,-0.1051,0.4406,0.3388,-0.094,-0.2319,0.0255,1,-28.88,-9.03,-30.29,158.49,20.27,-31.72,0,51.329,49.010857,8.408563,167,NaN,6.61,7.504,320.4,18 / 25,265013,2018-07-11 10:25:46:256,,
5.8766,-3.589,7.9234,5.2282,-3.4217,7.5583,0.3045,0.0424,0.2538,0.0475,-0.0968,-0.0136,1,-30.53,-9.01,-28.89,157.87,20.59,-34.19,0,53.033,49.0109,8.408513,168,NaN,5.11,7.504,321.7,18 / 25,265512,2018-07-11 10:25:46:755,,
4.4379,-2.0757,8.6847,5.0424,-3.1795,7.7869,-0.7286,1.0779,0.3795,0.0315,0.0242,-0.0968,1,-30.76,-11.3,-28.49,155.3,18.92,-32.93,0,49.518,49.0109,8.408513,168,NaN,5.11,7.504,321.7,18 / 25,266012,2018-07-11 10:25:47:255,,
4.5749,-2.3998,8.2364,4.8438,-3.1275,7.9326,-0.1914,0.7017,0.0492,0.0294,0.092,0.0131,2,-28.31,-10.42,-29.97,160.91,18.83,-32.1,0,48.299,49.010925,8.408461,168,NaN,5.41,6.432,319.3,19 / 25,266512,2018-07-11 10:25:47:755,,
5.1306,-3.1971,8.1466,4.743,-3.232,7.9516,0.0659,0.1978,-0.2095,0.0542,0.025,0.1439,2,-30.05,-10.38,-30.47,154.48,19.05,-30.11,0,46.157,49.010925,8.408461,168,NaN,5.41,6.432,319.3,19 / 25,267012,2018-07-11 10:25:48:255,,
4.9519,-3.7668,7.5675,4.9599,-3.0351,7.8967,-0.2303,-0.4183,-0.4858,-0.0324,-0.2146,-0.0264,2,-30.36,-10.26,-30.15,154.85,17.87,-30.82,0,50.07,49.010967,8.408412,169,NaN,5.79,7.504,318.7,19 / 25,267512,2018-07-11 10:25:48:755,,
6.9212,-3.6572,9.8801,5.3448,-3.0599,7.6316,1.255,-0.4689,2.1952,8.00E-04,-0.2834,-0.0784,1,-37.37,-9.24,-27.01,146.13,18.18,-35.01,0,51.586,49.010967,8.408412,169,NaN,5.79,7.504,318.7,19 / 25,268013,2018-07-11 10:25:49:256,,
4.1644,-1.7975,7.2169,5.0737,-2.8428,7.896,-0.7439,1.0169,-0.3578,-0.099,0.0754,-0.0773,1,-36.68,-9.95,-28.13,144.8,16.9,-33.1,0,51.211,49.01099,8.408385,168,114.9444733,3.92,6.432,313.4,19 / 25,268512,2018-07-11 10:25:49:755,,
4.2294,-1.4806,8.4276,4.7781,-2.7073,8.1247,-0.5707,1.2858,0.2984,-0.0329,0.0247,-0.0685,1,-32.47,-9.39,-29.14,148.14,16.26,-30.91,0,44.278,49.01099,8.408385,168,114.9444733,3.92,6.432,313.4,19 / 25,269012,2018-07-11 10:25:50:255,,
4.5001,-1.7544,8.5469,4.1482,-2.3451,8.5711,0.2317,0.7483,-0.3075,0.0989,0.3162,-0.0522,1,-27.69,-9.97,-30.97,148.78,13.84,-25.83,0,40.826,49.011,8.40832,168,114.9444733,3.26,6.432,306.5,19 / 25,269512,2018-07-11 10:25:50:755,,
3.8907,-2.4957,9.3548,4.3754,-2.7636,8.33,-0.7752,0.567,0.6335,-0.2197,-0.1416,0.3816,1,-29.12,-7.65,-30.42,148.27,16.37,-27.71,0,53.983,49.011,8.40832,168,114.9444733,3.26,6.432,306.5,19 / 25,270012,2018-07-11 10:25:51:255,,
4.7563,-4.0656,8.0407,4.6842,-2.7305,8.1715,0.0026,-1.1548,-0.3732,0.0809,0.0497,-0.0217,1,-29.37,-7.6,-29.36,148.59,16.48,-28.71,0,50.84,49.011024,8.408307,171,114.9444733,1.9,6.432,309.2,20 / 25,270513,2018-07-11 10:25:51:756,,
7.2963,-3.9922,5.6608,7.4765,-3.8683,5.0308,-0.1147,-0.11,0.1995,-0.5596,-1.3024,0.1721,1,-38.49,-6.31,-17.43,142.32,19.8,-45.42,0,53.03,49.011024,8.408307,171,114.9444733,1.9,6.432,309.2,20 / 25,271012,2018-07-11 10:25:52:255,,
7.8947,-7.1368,0.5948,7.5229,-6.2739,0.4635,0.0292,-0.5641,0.0098,-0.4867,-0.8638,0.4812,1,-42.21,4.24,5.42,162.17,39.77,-86.47,0,53.255,49.01104,8.408283,172,114.9444733,1.83,8.576,312.6,20 / 25,271512,2018-07-11 10:25:52:755,,
7.4561,-7.4029,-1.3627,7.0662,-6.7442,-0.8692,0.0451,-0.3517,-0.3988,-0.0282,6.00E-04,0.1073,2,-39.99,6.77,11.38,165.39,43.45,-97.01,0,48.639,49.01104,8.408283,172,114.9444733,1.83,8.576,312.6,20 / 25,272012,2018-07-11 10:25:53:255,,
7.9441,-7.7168,-1.0042,6.8675,-6.9122,-1.1087,0.6448,-0.4074,0.1227,-0.202,-0.0799,0.0027,1,-39.97,7.46,11.22,167.38,44.86,-97.92,0,48.467,49.011032,8.408305,172,114.9444733,0,6.432,,17 / 19,272513,2018-07-11 10:25:53:756,,
7.0826,-7.7071,-1.3384,6.8673,-6.8723,-1.3349,-0.1119,-0.349,0.0661,-0.0781,0.0413,0.008,1,-40.41,7.17,12.57,167.47,44.66,-100.62,0,44.745,49.011032,8.408305,172,114.9444733,0,6.432,,17 / 19,273013,2018-07-11 10:25:54:256,,
7.2405,-7.1512,-2.1529,6.8732,-6.7816,-1.7145,-0.0697,-0.0166,-0.3394,-0.0575,-0.0651,-0.0031,2,-40,6.61,13.91,170.81,43.75,-104.01,0,48.222,49.01103,8.408294,171,114.9444733,0,5.36,,16 / 18,273513,2018-07-11 10:25:54:756,,
7.4642,-7.8269,-1.8208,6.7421,-6.879,-1.8424,0.4169,-0.4281,-0.0563,-0.0147,-0.0103,0.0017,2,-39.62,6.91,14.38,173.15,44.54,-105.28,0,46.377,49.01103,8.408294,171,114.9444733,0,5.36,,16 / 18,274012,2018-07-11 10:25:55:255,,
7.3111,-7.431,-1.2025,6.7656,-6.987,-1.2565,-0.1481,-0.1174,0.1661,0.0968,0.0439,-0.0048,2,-40.39,7.61,12.99,168.58,45.28,-101.37,0,41.94,49.01103,8.408294,171,114.9444733,0,5.36,,17 / 19,274512,2018-07-11 10:25:55:755,,
7.5419,-7.5823,-1.2706,6.8433,-6.9133,-1.2434,0.002,-0.097,-0.1397,-0.1138,-0.0313,-0.0251,2,-40.78,7.46,11.7,167.92,45.09,-99.1,0,46.825,49.01103,8.408294,171,114.9444733,0,5.36,,17 / 19,275012,2018-07-11 10:25:56:255,,
6.9459,-7.5716,-2.0765,6.6226,-6.9934,-1.8449,0.1153,-0.1714,0.0844,-0.0242,-0.1591,0.0587,1,-39.31,7.59,14.67,170.6,45.49,-105.57,0,47.892,49.01103,8.408294,171,114.9444733,0,5.36,,17 / 19,275513,2018-07-11 10:25:56:756,,
6.9202,-7.7598,-2.0879,6.5293,-7.0749,-1.8667,0.1078,-0.3116,-0.0536,-0.012,0.0684,-0.035,1,-39.35,7.97,15.28,171.4,46.17,-105.96,0,46.435,49.01103,8.408294,171,114.9444733,0,5.36,,17 / 19,276012,2018-07-11 10:25:57:255,,
7.1417,-7.102,-1.3699,6.8369,-6.9141,-1.2736,-0.2967,0.3444,-0.0503,-0.0041,0.0837,-0.0817,2,-40.64,7.65,12.11,171.66,45.43,-101.45,0,48.904,49.01103,8.408294,171,114.9444733,0,5.36,,17 / 19,276512,2018-07-11 10:25:57:755,,
