ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,
6.5079,-5.4474,5.6629,5.1337,-5.8965,5.92,0.8373,0.916,-0.6735,0.0661,0.2457,-0.0017,1,-25.9,2.59,-41.85,197.69,37.39,-41.85,0,53.933,49.063335,8.424828,161,116.6139603,5.33,15.008,332.6,17 / 25,1366512,2018-07-11 10:44:07:755,,
6.356,-7.2903,9.3766,4.791,-5.328,6.6954,0.1429,0.7929,-0.5697,-1.6229,0.2563,0.5176,0,-25.47,-0.29,-42.6,189.89,32.91,-35.59,0,55.103,49.063335,8.424828,161,116.6139603,5.33,15.008,332.6,17 / 25,1367012,2018-07-11 10:44:08:255,,
5.7352,-5.9495,9.6644,4.6531,-5.4963,6.6566,-0.253,-1.1893,0.8132,1.554,-1.0416,-0.2804,1,-23.52,0.74,-43.81,197.55,35.9,-38.83,0,52.267,49.06339,8.424821,158,116.6139603,5.32,15.008,340.4,17 / 25,1367512,2018-07-11 10:44:08:755,,
4.9213,-6.3272,6.8653,4.8957,-5.818,6.193,-0.9423,1.0737,1.652,-0.2307,0.7825,-0.1473,1,-26.65,1.6,-41.99,194.35,36.67,-40.95,0,57.836,49.06339,8.424821,158,116.6139603,5.32,15.008,340.4,17 / 25,1368013,2018-07-11 10:44:09:256,,
4.6092,-3.8077,4.5501,5.5846,-4.1705,6.8985,-1.4626,0.9247,-3.1482,0.0456,0.2099,0.1133,1,-28.9,-8.73,-40.32,185.16,25.17,-38.99,0,55.524,49.063442,8.424842,159,116.6139603,5.32,15.008,8.2,17 / 25,1368512,2018-07-11 10:44:09:755,,
4.8272,-7.9962,7.9707,5.0935,-5.8042,6.0446,0.623,0.7564,0.9131,0.8055,-0.0874,0.1524,0,-24.07,0.85,-43.47,198.59,36.29,-40.12,0,55.35,49.063442,8.424842,159,116.6139603,5.32,15.008,8.2,17 / 25,1369012,2018-07-11 10:44:10:255,,
6.0078,-7.0688,9.3647,5.1909,-5.9528,5.8129,0.8814,-0.0672,1.4647,-0.3232,-0.3613,-0.5238,0,-25.77,-0.75,-42.81,191.3,26.36,-36.44,0,57.903,49.063503,8.424881,159,116.6139603,5.36,15.008,20.9,17 / 25,1369512,2018-07-11 10:44:10:755,,
5.4142,-3.3008,6.7514,5.8926,-3.8508,6.8278,-0.7143,0.3022,-2.4714,1.4392,-1.1368,-0.2262,0,-27.24,-6.52,-41.11,186.93,30.38,-37.74,0,52.274,49.063503,8.424881,159,116.6139603,5.36,15.008,20.9,17 / 25,1370012,2018-07-11 10:44:11:255,,
6.5836,-4.9482,6.8618,4.7155,-5.9986,6.1605,1.3032,1.1052,1.3256,0.0321,0.252,-0.1749,1,-22.3,2.63,-43.26,197.99,37.71,-37.43,0,53.926,49.063553,8.424927,159,116.6139603,5.32,15.008,22.5,16 / 25,1370513,2018-07-11 10:44:11:756,,
6.4583,-5.5262,9.5241,5.0503,-4.9559,6.79,1.1846,0.8001,1.8282,-2.1047,-0.6811,0.0467,0,-25.33,1.73,-42.02,192.36,30.36,-36.64,0,59.177,49.063553,8.424927,159,116.6139603,5.32,15.008,22.5,16 / 25,1371013,2018-07-11 10:44:12:256,,
5.2093,-8.7563,6.8843,5.5242,-4.5076,6.7332,-0.6953,1.959,0.0994,1.7386,-1.1066,-0.1156,0,-24.26,0.07,-42.94,194.96,34.31,-37.73,0,54.255,49.063595,8.424957,158,116.6139603,5.3,15.008,17.4,16 / 25,1371512,2018-07-11 10:44:12:755,,
3.6157,-4.3819,7.4792,4.8803,-5.9439,6.0847,-1.5141,2.0011,1.4307,-0.4091,0.5799,-0.2991,1,-25.52,2.05,-42.1,194.58,37.74,-40.33,0,54.277,49.063595,8.424957,158,116.6139603,5.3,15.008,17.4,16 / 25,1372012,2018-07-11 10:44:13:255,,
4.472,-3.9034,3.5961,5.3258,-4.191,7.0881,-1.4111,0.6755,-3.1124,-1.5754,-0.1262,0.4609,0,-26.49,-6.37,-42.36,189.54,25.3,-36.92,0,53.99,49.06365,8.424985,159,116.6139603,5.33,13.936001,17.5,16 / 25,1372512,2018-07-11 10:44:13:755,,
3.8003,-6.4162,8.0912,4.9354,-5.2859,6.6236,-0.852,0.31,1.0665,0.7066,-0.2306,0.2881,0,-23.5,-0.68,-43.79,194.32,32.62,-36.69,0,53.416,49.06365,8.424985,159,116.6139603,5.33,13.936001,17.5,16 / 25,1373013,2018-07-11 10:44:14:256,,
5.4905,-6.3208,7.4288,5.1353,-6.063,5.7479,0.1889,0.8875,2.0275,-0.2948,-0.1329,-0.3829,1,-25.68,1.9,-42.12,192.51,36.97,-38.95,0,58.07,49.0637,8.425011,159,116.6139603,5.34,15.008,15.4,16 / 25,1373512,2018-07-11 10:44:14:755,,
4.5199,-3.5894,5.7215,5.7405,-3.8317,6.9668,-2.0334,0.4716,-3.1105,-1.2718,0.7284,0.428,0,-29.3,-9.53,-39.87,183.25,30.75,-38.17,0,54.157,49.0637,8.425011,159,116.6139603,5.34,15.008,15.4,16 / 25,1374012,2018-07-11 10:44:15:255,,
4.9899,-4.5637,6.1326,4.8848,-5.6505,6.3547,0.4634,-1.2656,1.5388,0.4388,0.5032,0.0543,1,-26.01,1.66,-42.41,195.77,36.82,-40.85,0,53.592,49.06375,8.425045,160,116.6139603,5.35,15.008,21.4,17 / 25,1374512,2018-07-11 10:44:15:755,,
4.9429,-4.1399,6.9654,5.0058,-5.9701,5.9558,1.6025,-0.7528,1.9109,-1.0968,-0.0375,0.0634,0,-25.87,1.34,-42.3,193.81,37.5,-40.05,0,56.21,49.06375,8.425045,160,116.6139603,5.35,15.008,21.4,17 / 25,1375012,2018-07-11 10:44:16:255,,
6.0495,-2.9729,9.0624,5.2721,-4.6463,6.8401,0.1929,1.2424,1.6275,0.8861,-0.7046,-0.123,0,-24.3,-1.25,-43.56,191.05,34.74,-35.15,0,51.014,49.0638,8.425087,160,116.6139603,5.34,15.008,24,17 / 25,1375513,2018-07-11 10:44:16:756,,
4.2271,-4.1896,9.9356,4.9039,-5.9976,6.0126,-1.0164,2.0165,2.8554,0.1459,-0.0877,-0.0892,1,-24.24,2.75,-42.76,197.46,37.7,-39.2,0,54.072,49.0638,8.425087,160,116.6139603,5.34,15.008,24,17 / 25,1376012,2018-07-11 10:44:17:255,,
4.7088,-5.1992,6.241,4.9394,-4.9047,6.9078,-0.6166,0.1592,-1.3203,-1.1284,1.0159,0.261,0,-27.47,-7.31,-41.48,192.44,23.62,-40.06,0,53.42,49.063843,8.425126,160,116.6139603,5.34,15.008,26.2,17 / 25,1376512,2018-07-11 10:44:17:755,,
4.0686,-5.5581,8.0051,4.7087,-5.6437,6.492,0.0285,-1.0442,1.0423,0.2858,0.7233,0.2566,0,-22.84,0.58,-44.17,194.73,35.13,-35.95,0,54.001,49.063843,8.425126,160,116.6139603,5.34,15.008,26.2,17 / 25,1377012,2018-07-11 10:44:18:255,,
6.8927,-7.4251,8.6333,4.8432,-5.8536,6.2007,1.2928,0.0093,1.2012,-1.0761,-0.331,0.3725,0,-26.03,-1.27,-42.75,188.01,29.39,-35.25,0,55.191,49.063892,8.425151,161,116.6139603,5.34,15.008,17.8,17 / 25,1377512,2018-07-11 10:44:18:755,,
6.334,-4.8149,8.8464,5.7516,-4.0687,6.8217,-1.1878,1.5371,-0.5228,1.185,-0.6089,-0.2064,0,-27.49,-3.58,-41.85,191,31.46,-39.29,0,52.186,49.063892,8.425151,161,116.6139603,5.34,15.008,17.8,17 / 25,1378012,2018-07-11 10:44:19:255,,
4.1512,-4.4767,9.4215,5.1117,-5.8596,5.9755,-0.5207,1.4496,0.7487,-0.0015,0.4494,-0.1523,1,-26.66,2.48,-42.04,193.64,36.69,-40.55,0,55.806,49.063934,8.425182,161,116.6139603,5.31,15.008,27.1,17 / 25,1378512,2018-07-11 10:44:19:755,,
5.063,-4.2903,6.5829,5.5933,-4.0498,6.9631,-1.1717,0.8589,-3.116,-0.797,0.9003,0.5666,0,-27.34,-6.92,-41.98,191.06,24.39,-38.77,0,53.057,49.063934,8.425182,161,116.6139603,5.31,15.008,27.1,17 / 25,1379012,2018-07-11 10:44:20:255,,
5.1856,-6.1142,7.0772,4.8991,-5.5259,6.4524,-0.1482,-0.6447,-0.0943,0.0529,0.0692,-0.1342,1,-25.25,1.43,-43.03,197.22,37.08,-40.48,0,49.276,49.063976,8.425222,161,116.6139603,5.32,15.008,34.7,17 / 25,1379513,2018-07-11 10:44:20:756,,
5.7542,-5.9634,7.4958,4.8637,-5.7099,6.3175,0.9661,-0.2225,0.2852,-1.4077,0.2117,0.457,1,-26.02,-3.48,-43.42,187.8,27.62,-35.21,0,52.579,49.063976,8.425222,161,116.6139603,5.32,15.008,34.7,17 / 25,1380012,2018-07-11 10:44:21:255,,
5.2678,-8.2545,7.4928,5.2307,-5.0134,6.6088,-0.3481,-0.1708,0.6531,0.6962,-0.8407,-0.2675,0,-25.54,-2.6,-42.84,192.65,30.75,-38.36,0,52.267,49.064014,8.425261,162,116.6139603,5.31,15.008,42.8,17 / 25,1380512,2018-07-11 10:44:21:755,,
5.4455,-5.302,8.3292,5.1124,-5.7952,6.0373,2.0373,-0.8457,2.946,-1.2281,-0.019,0.076,0,-25.47,1,-42.22,196.24,36.22,-40.26,0,55.457,49.064014,8.425261,162,116.6139603,5.31,15.008,42.8,17 / 25,1381012,2018-07-11 10:44:22:255,,
4.7339,-3.6462,5.672,5.7238,-3.7567,7.0211,-0.4642,0.3902,-3.5909,1.3446,-0.2362,0.0378,0,-26.6,-6.2,-41.81,188.22,26.64,-37.33,0,53.117,49.064053,8.425289,161,116.6139603,5.28,15.008,30.7,18 / 25,1381512,2018-07-11 10:44:22:755,,
6.0596,-5.5874,5.9514,5.2158,-5.6513,6.0852,0.5726,0.3824,-0.1803,0.153,0.0661,-0.1057,0,-25.1,1.59,-43.06,198.01,36.35,-40.49,0,54.364,49.064053,8.425289,161,NaN,5.28,15.008,30.7,18 / 25,1382013,2018-07-11 10:44:23:256,,
5.8875,-6.6254,7.9857,5.2121,-4.7566,6.8103,-0.8367,1.3244,-1.805,-1.524,0.3818,0.3961,0,-27.15,-4.75,-41.79,188.15,29.01,-37.43,0,54.081,49.064102,8.42531,161,NaN,5.32,15.008,20.4,18 / 25,1382512,2018-07-11 10:44:23:755,,
4.5652,-6.9692,6.9692,5.4681,-4.6207,6.7022,0.0997,0.7745,2.4893,1.052,-0.8081,-0.1933,1,-25.63,-2.9,-42.1,193.98,28.11,-39.21,0,52.049,49.064102,8.42531,161,NaN,5.32,15.008,20.4,18 / 25,1383012,2018-07-11 10:44:24:255,,
7.4656,-6.9751,9.1196,5.1118,-5.7946,6.0384,0.4212,1.3141,3.0937,-0.786,0.2194,-0.086,1,-26.32,0.96,-41.8,193.74,35.94,-39.7,0,56.581,49.064148,8.425324,161,NaN,5.28,15.008,18.6,18 / 25,1383512,2018-07-11 10:44:24:755,,
5.6591,-3.9474,5.8208,5.8048,-3.9427,6.8505,-0.4018,0.7231,-2.6449,1.0582,-0.6723,-0.2896,1,-28.69,-8.24,-39.96,183.05,30.87,-37.93,0,54.59,49.064148,8.425324,161,NaN,5.28,15.008,18.6,18 / 25,1384012,2018-07-11 10:44:25:255,,
5.8202,-5.0163,6.4773,5.1403,-5.6799,6.1226,0.5707,-1.2484,2.0842,0.0693,0.1308,-0.0379,1,-27.76,2.06,-40.96,198.61,36.55,-45.06,0,55.042,49.064182,8.425346,161,NaN,5.25,13.936001,27.3,18 / 25,1384512,2018-07-11 10:44:25:755,,
5.8987,-6.4786,8.8917,5.209,-5.9278,5.8222,1.9765,-0.9197,1.4203,-1.3719,0.8289,0.5481,1,-26.81,0.92,-41.97,195.2,37.19,-41.82,0,54.467,49.064182,8.425346,161,NaN,5.25,13.936001,27.3,18 / 25,1385012,2018-07-11 10:44:26:255,,
4.9325,-5.6795,9.1799,5.296,-4.8171,6.7021,0.3242,0.6304,1.5504,0.5216,-0.4034,0.0494,1,-23.45,-0.27,-43.33,194.61,34.62,-36.57,0,52.618,49.06422,8.425385,161,NaN,5.25,16.08,44.4,18 / 25,1385512,2018-07-11 10:44:26:755,,
5.2359,-5.3517,6.1801,5.0328,-5.8914,6.0111,-1.2505,1.2717,1.8822,-0.24,0.6414,-0.1897,1,-25.23,2.19,-42.42,195.88,36.92,-39.94,0,55.22,49.06422,8.425385,161,NaN,5.25,16.08,44.4,18 / 25,1386012,2018-07-11 10:44:27:255,,
4.1233,-3.4768,4.3839,4.8388,-5.068,6.8609,0.3282,1.0173,0.077,-1.101,0.8274,0.6047,1,-26.85,-7.75,-41.29,190.36,23.04,-39.03,0,53.459,49.064255,8.425424,161,NaN,5.26,17.152,45.5,18 / 25,1386513,2018-07-11 10:44:27:756,,
6.9904,-6.3428,6.6365,5.0532,-5.7042,6.1723,0.1679,-1.5893,-0.6132,0.3542,0.7165,0.1861,0,-24.99,1.27,-42.85,195.88,35.57,-39.31,0,52.1,49.064255,8.425424,161,NaN,5.26,17.152,45.5,18 / 25,1387012,2018-07-11 10:44:28:255,,
5.8326,-6.5673,7.3763,5.085,-5.9188,5.9398,2.2257,-1.5768,3.0439,-1.2576,0.0641,0.3167,0,-25.9,0.05,-42.5,191.61,31.14,-37.23,0,54.989,49.064304,8.425448,160,NaN,5.27,17.152,30,18 / 25,1387512,2018-07-11 10:44:28:755,,
4.4386,-3.2881,6.2809,5.8529,-3.9013,6.8333,-1.1518,0.1923,-3.5188,1.2393,-0.4869,-0.0631,0,-26.29,-4.84,-42.03,191.25,28.78,-38.24,0,54.587,49.064304,8.425448,160,NaN,5.27,17.152,30,18 / 25,1388012,2018-07-11 10:44:29:255,,
5.1472,-5.5135,5.3745,4.8813,-5.8004,6.2208,0,0.6732,0.5921,-0.0175,-0.0323,-0.0537,1,-23.87,1.89,-43.03,196.99,36.81,-38.98,0,56.551,49.06437,8.425461,160,NaN,5.3,15.008,21,18 / 25,1388512,2018-07-11 10:44:29:755,,
6.1355,-6.4532,7.4713,5.0017,-4.8669,6.8896,0.1531,0.8711,-0.1274,0.0387,0.2854,0.0817,0,-25.46,-3.15,-42.86,190.49,29.75,-35.98,0,53.725,49.06437,8.425461,160,NaN,5.3,15.008,21,18 / 25,1389012,2018-07-11 10:44:30:255,,
4.1955,-5.9409,6.1956,5.0535,-5.6665,6.2067,0.649,-1.171,0.9804,0.3602,0.4677,0.0122,1,-25.81,1.17,-42.11,197.52,36.98,-42.22,0,55.146,49.064426,8.425472,160,NaN,5.31,15.008,18.1,18 / 25,1389513,2018-07-11 10:44:30:756,,
5.8028,-6.0266,7.2263,5.0689,-5.9293,5.9431,-1.4283,1.7441,1.8995,-0.3848,-0.3468,-0.3208,1,-26.32,1.72,-41.75,194.6,37.51,-40.3,0,54.325,49.064426,8.425472,160,NaN,5.31,15.008,18.1,18 / 25,1390012,2018-07-11 10:44:31:255,,
5.6985,-3.1627,7.2797,6.0003,-3.8049,6.7594,-1.5801,0.1759,-3.2311,0.6038,-0.4484,0.0423,0,-30.91,-9.93,-38.97,185.42,22.83,-41.6,0,49.938,49.064495,8.425484,160,NaN,5.32,15.008,25.7,18 / 25,1390512,2018-07-11 10:44:31:755,,
5.7552,-6.326,9.0179,5.2061,-5.6432,6.1009,-0.3715,0.1234,-0.7036,0.3278,0.2647,-0.095,1,-25.74,0.21,-42.59,195.91,35.13,-40.47,0,53.375,49.064495,8.425484,160,NaN,5.32,15.008,25.7,18 / 25,1391012,2018-07-11 10:44:32:255,,
7.2972,-6.8125,7.4818,5.0701,-5.9195,5.9518,1.4679,-0.5776,1.4951,-1.4729,0.6592,0.5457,0,-26.17,-4.79,-42.69,189.28,31.46,-36.83,0,54.773,49.064568,8.425487,160,NaN,5.33,17.152,20.1,18 / 25,1391512,2018-07-11 10:44:32:755,,
5.8636,-5.7315,8.16,5.3255,-4.6126,6.8215,-0.6452,1.3358,0.6919,1.0554,-1.1385,-0.3116,0,-24.2,-1.53,-43.58,190.09,35.1,-34.79,0,48.652,49.064568,8.425487,160,NaN,5.33,17.152,20.1,18 / 25,1392013,2018-07-11 10:44:33:256,,
6.6973,-6.9331,5.4467,4.9009,-5.9032,6.1077,-1.4013,2.0162,2.6013,0.0778,0.5996,-0.1834,2,-24.84,1.78,-43.04,194.82,37.01,-38.74,0,53.2,49.06464,8.425489,160,NaN,5.34,19.296,10.8,18 / 25,1392513,2018-07-11 10:44:33:756,,
4.4966,-3.7355,6.1017,4.7081,-5.3443,6.7411,0.4946,0.8002,-0.475,-1.344,0.7496,0.7076,0,-25.54,-5.38,-42.89,194.16,23.79,-38.28,0,54.226,49.06464,8.425489,160,NaN,5.34,19.296,10.8,18 / 25,1393012,2018-07-11 10:44:34:255,,
5.282,-6.6928,6.4887,4.6802,-5.472,6.6576,0.0085,-1.6744,1.1585,0.2594,-0.3084,-0.1178,0,-24.34,1.16,-43.07,195.46,36.21,-38.19,0,51.372,49.0647,8.42549,161,NaN,5.33,19.296,11.4,18 / 25,1393512,2018-07-11 10:44:34:755,,
6.5228,-7.3492,8.0246,5.1332,-6.0435,5.7703,1.3506,-1.0176,1.2967,-1.1919,-0.3425,-0.2419,1,-25.77,0.48,-42.17,187.46,32.45,-35.78,0,54.577,49.0647,8.42549,161,NaN,5.33,19.296,11.4,18 / 25,1394012,2018-07-11 10:44:35:255,,
5.4263,-1.7129,7.0333,5.3304,-4.4932,6.897,0.047,0.57,0.8868,1.5002,-0.8034,-0.1626,1,-28.39,-7.36,-41.03,185.76,27.27,-37.7,0,52.354,49.06475,8.42551,161,NaN,5.34,18.224,17.2,18 / 25,1394513,2018-07-11 10:44:35:756,,
3.9683,-4.8894,7.4882,5.0665,-5.7605,6.1089,0.4215,0.1212,-0.2467,0.2106,0.0039,-0.2146,1,-24.81,1.51,-42.58,196.79,35.97,-39.67,0,54.33,49.06475,8.42551,161,NaN,5.34,18.224,17.2,18 / 25,1395013,2018-07-11 10:44:36:256,,
5.5863,-5.9897,7.2669,4.7758,-5.0259,6.9356,-0.5307,1.2342,-0.5466,-0.5823,0.7891,0.2984,0,-27.78,-9.05,-41.08,188.28,23.07,-38.98,0,54.884,49.064808,8.425532,162,NaN,5.32,19.296,14.4,18 / 25,1395512,2018-07-11 10:44:36:755,,
4.3915,-7.341,7.0184,4.8941,-5.488,6.4884,-0.3431,-0.7999,0.6623,0.431,0.3587,0.0579,0,-24.89,0.15,-42.57,194,35.61,-38.43,0,52.55,49.064808,8.425532,162,NaN,5.32,19.296,14.4,18 / 25,1396012,2018-07-11 10:44:37:255,,
6.7631,-6.5569,7.861,5.2725,-5.9163,5.7766,-0.2642,0.1053,1.894,-0.6294,-0.1877,-0.3302,0,-26.49,0.97,-41.43,192,35.97,-39.3,0,53.797,49.064873,8.425538,162,NaN,5.36,19.296,7,17 / 25,1396512,2018-07-11 10:44:37:755,,
5.9438,-4.2091,5.7697,5.7884,-3.7991,6.9449,-0.7293,0.2967,-0.8326,1.4433,-0.9795,-0.145,0,-29.53,-9.37,-39.33,184.03,22.79,-39.81,0,51.133,49.064873,8.425538,162,NaN,5.36,19.296,7,17 / 25,1397013,2018-07-11 10:44:38:256,,
6.6446,-5.4406,6.0269,4.9955,-5.6687,6.2515,0.0799,1.0995,0.809,-0.2297,0.516,-0.1671,1,-27.02,0.86,-41.26,193.85,36.01,-41.38,0,53.607,49.064922,8.425568,162,NaN,5.34,17.152,22.9,17 / 25,1397512,2018-07-11 10:44:38:755,,
3.7685,-2.7719,5.4287,5.3427,-4.0422,7.1615,-0.695,0.8874,-1.6583,-0.7103,0.825,0.4604,1,-27.4,-9.16,-41.07,185.78,24.34,-36.72,0,55.481,49.064922,8.425568,162,NaN,5.34,17.152,22.9,17 / 25,1398012,2018-07-11 10:44:39:255,,
4.6988,-5.6086,6.3628,4.5887,-5.3071,6.852,0.048,-0.405,1.1038,0.4523,0.8188,0.2057,1,-23.41,-0.35,-43.28,198.35,34.9,-38.89,0,51.624,49.064972,8.425607,161,NaN,5.33,15.008,23.1,18 / 25,1398512,2018-07-11 10:44:39:755,,
5.9848,-6.4182,7.439,5.3515,-5.7678,5.8536,1.3027,-1.2182,1.6124,-0.3936,0.0527,-0.375,1,-28.24,0.48,-40.75,193.61,36.03,-42.43,0,52.82,49.064972,8.425607,161,NaN,5.33,15.008,23.1,18 / 25,1399012,2018-07-11 10:44:40:255,,
5.3554,-3.9849,5.1832,5.8298,-3.9622,6.818,-0.1665,1.2609,0.2353,1.4607,-0.8339,-0.2903,1,-27.28,-5.89,-41.21,185.52,33.03,-36.95,0,51.819,49.065025,8.425643,161,NaN,5.35,17.152,26.5,18 / 25,1399512,2018-07-11 10:44:40:755,,
5.5279,-5.5877,4.4938,4.831,-5.674,6.3748,1.3671,-0.6252,1.6839,0.1759,0.0821,0.0053,1,-23.91,1.22,-42.89,194.79,36.3,-37.81,0,51.24,49.065025,8.425643,161,NaN,5.35,17.152,26.5,18 / 25,1400012,2018-07-11 10:44:41:255,,
6.0749,-6.7918,9.3684,4.5656,-5.8631,6.3992,0.7953,-0.9814,1.6919,-1.4008,0.2504,0.0368,1,-23.61,-0.56,-43.59,192.53,27.98,-34.79,0,53.959,49.06508,8.425668,162,NaN,5.36,19.296,14,18 / 25,1400512,2018-07-11 10:44:41:755,,
5.7873,-3.3209,8.4539,5.0438,-4.8059,6.9018,0.6765,-0.8604,2.9093,1.3766,-1.0087,-0.1681,0,-27.28,-6.8,-41.61,185.58,29.34,-36.16,0,53.491,49.06508,8.425668,162,NaN,5.36,19.296,14,18 / 25,1401012,2018-07-11 10:44:42:255,,
3.859,-4.8878,8.8241,5.1278,-5.8931,5.9285,0.9729,-0.0911,-0.5465,-0.4141,0.6182,-0.171,1,-24.96,1.76,-42.81,198.37,36.94,-40.86,0,57.694,49.065136,8.425682,162,NaN,5.38,19.296,13.5,18 / 25,1401513,2018-07-11 10:44:42:756,,
6.3239,-6.1302,9.5199,4.8458,-5.6516,6.3834,0.8965,0.3854,1.1216,-1.3974,0.9376,0.6947,0,-28.55,-7,-41.18,186.82,24.73,-39.01,0,55.837,49.065136,8.425682,162,NaN,5.38,19.296,13.5,18 / 25,1402013,2018-07-11 10:44:43:256,,
3.8937,-6.9282,9.4166,5.0258,-5.3065,6.5386,-0.5386,-0.9526,1.6274,0.7759,-0.0883,0.0807,0,-25.36,-0.99,-43.04,193.05,32.76,-37.55,0,53.977,49.065197,8.425684,162,113.0895462,5.4,20.368,4.7,18 / 25,1402513,2018-07-11 10:44:43:756,,
6.0886,-5.7805,7.2084,5.2172,-5.772,5.9696,0.9478,-0.7244,1.7689,-0.738,-0.0649,-0.3231,1,-25.58,1.75,-42.34,196.59,36.06,-41.15,0,55.389,49.065197,8.425684,162,113.0895462,5.4,20.368,4.7,18 / 25,1403012,2018-07-11 10:44:44:255,,
4.7644,-3.2865,2.0287,5.1982,-4.6097,6.921,-1.4215,0.8096,-1.6477,1.1891,-0.8467,-0.3006,1,-26.38,-5.91,-42.56,189.92,28.04,-36.91,0,55.92,49.065254,8.425705,163,113.0895462,5.42,19.296,6.4,18 / 25,1403512,2018-07-11 10:44:44:755,,
4.9486,-8.149,7.4609,4.5924,-6.3297,5.9174,0.8532,-0.3891,1.5634,-0.0126,-0.0129,0.2015,1,-23.13,4.25,-43.08,198.34,39.83,-38.96,0,53.142,49.065254,8.425705,163,113.0895462,5.42,19.296,6.4,18 / 25,1404012,2018-07-11 10:44:45:255,,
8.1845,-6.8046,4.2025,5.8441,-6.5581,4.3599,1.6682,-0.242,0.5302,-1.0173,-1.3752,-0.5168,1,-31.17,6.2,-37.72,203.55,41.97,-53.28,0,54.392,49.065308,8.425727,162,113.0895462,5.37,20.368,8.3,18 / 25,1404512,2018-07-11 10:44:45:755,,
6.1189,-6.0922,4.4393,5.497,-5.1577,6.2731,-1.7387,1.2235,-2.2276,-0.2206,0.6326,0.013,1,-31.36,-4.72,-39.33,187.04,31.99,-42.82,0,52.657,49.065308,8.425727,162,113.0895462,5.37,20.368,8.3,18 / 25,1405013,2018-07-11 10:44:46:256,,
6.0858,-6.506,8.0448,4.9643,-5.9064,6.0532,1.3084,-0.6381,0.5643,0.2731,0.4212,-0.1992,1,-24.43,1.94,-43.66,198.42,37.03,-39.36,0,54.57,49.065357,8.425761,162,113.0895462,5.38,18.224,23,18 / 25,1405512,2018-07-11 10:44:46:755,,
6.3926,-7.387,8.0205,4.914,-6.174,5.8227,1.7919,-1.1788,2.3337,-0.4555,-0.4858,-0.4189,1,-25.03,2.43,-42.71,189.61,36.86,-35.66,0,56.991,49.065357,8.425761,162,113.0895462,5.38,18.224,23,18 / 25,1406012,2018-07-11 10:44:47:255,,
5.8584,-4.2706,3.4781,5.2553,-5.0257,6.5798,-1.9856,1.2805,-1.6507,0.1028,0.4032,-0.0391,1,-30.66,-7.53,-39.94,188.01,25.83,-42.43,0,55.045,49.065403,8.425796,162,113.0895462,5.39,20.368,22.5,18 / 25,1406512,2018-07-11 10:44:47:755,,
7.1482,-6.3645,5.6167,4.5351,-5.8506,6.4322,-0.1577,-1.8376,1.54,0.2754,0.1365,0.1152,1,-23.62,2.19,-43.89,191.54,36.63,-35.19,0,54.354,49.065403,8.425796,162,113.0895462,5.39,20.368,22.5,18 / 25,1407012,2018-07-11 10:44:48:255,,
6.1167,-5.8557,7.0219,5.263,-6.1199,5.5694,1.3237,-0.2196,0.9394,-0.4801,-0.5781,-0.3284,1,-26.35,3.06,-42.58,200.6,38.61,-43.38,0,56.006,49.065456,8.42581,162,113.0895462,5.4,20.368,16.9,18 / 25,1407513,2018-07-11 10:44:48:756,,
3.1855,-2.7037,1.6279,5.5544,-4.2019,6.9039,-1.12,0.754,-4.3976,0.919,-0.1177,-0.0027,0,-28.65,-7.38,-40.88,186.37,25.37,-38.82,0,52.483,49.065456,8.42581,162,113.0895462,5.4,20.368,16.9,18 / 25,1408012,2018-07-11 10:44:49:255,,
6.1085,-6.8755,8.2302,4.6412,-5.4547,6.6989,-0.6608,-1.6456,1.5721,0.5526,0.5178,0.2305,1,-23.15,1.7,-44.19,198.46,37.16,-38.39,0,53.859,49.06551,8.425811,161,113.0895462,5.4,19.296,6.6,17 / 25,1408512,2018-07-11 10:44:49:755,,
3.192,-4.4432,8.4252,5.1428,-6.1807,5.6143,-1.0695,1.5137,2.7732,-0.1803,0.518,-0.1113,1,-26.88,3.31,-42.11,196.43,39.07,-42.49,0,56.181,49.06551,8.425811,161,113.0895462,5.4,19.296,6.6,17 / 25,1409012,2018-07-11 10:44:50:255,,
4.2528,-3.9838,5.5478,5.4441,-4.6366,6.7107,-1.359,0.8391,-3.1025,0.1812,0.0802,0.0844,1,-27.26,-2.37,-42,192.28,28.22,-39.05,0,57.141,49.06555,8.425819,159,113.0895462,5.36,16.08,12.9,17 / 25,1409513,2018-07-11 10:44:50:756,,
